Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 96,CO[C@@H]1[C@@H](OC(=O)N)[C@@H](O)[C@@H](OC1(C)C)Oc1ccc2c(c1C)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CC=C(C)C)O,C31H36N2O11,612.62,44,16,0.39,10,11,5,160.02,200.01,3.91,3.32,3.44,0.91,2.85,2.88,-5.34,0.00281,4.58e-06,Moderately soluble,-7.2,3.9e-05,6.36e-08,Poorly soluble,-5.91,0.000754,1.23e-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-7.68,2,3,1,1,3,0.17,0,2,2,6.06
Molecule 97,CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)c1ccccc1,C17H23NO2,273.37,20,6,0.47,5,3,0,80.95,29.54,3.21,3.06,2.77,2.78,2.69,2.9,-3.35,0.121,0.000442,Soluble,-3.35,0.12300000000000001,0.00045,Soluble,-3.95,0.031,0.000113,Soluble,High,Yes,No,No,No,No,Yes,No,-5.79,0,0,0,0,0,0.55,0,1,0,3.67
Molecule 98,Clc1ccc(cc1)C(=O)N[C@H](C(=O)O)Cc1cc(=O)[nH]c2c1cccc2,C19H15ClN2O4,370.79,26,16,0.11,6,4,3,98.45,99.26,2.26,2.38,2.61,2.51,3.76,2.7,-3.7,0.0744,0.00020099999999999998,Soluble,-4.11,0.0291,7.85e-05,Moderately soluble,-6.51,0.00011399999999999999,3.06e-07,Poorly soluble,High,No,No,No,No,Yes,No,No,-6.87,0,0,0,0,0,0.56,0,0,1,2.76
Molecule 99,Clc1ccc(cc1)C(=O)N[C@@H](C(=O)O)Cc1cc(=O)[nH]c2c1cccc2,C19H15ClN2O4,370.79,26,16,0.11,6,4,3,98.45,99.26,2.12,2.38,2.61,2.51,3.76,2.68,-3.7,0.0744,0.00020099999999999998,Soluble,-4.11,0.0291,7.85e-05,Moderately soluble,-6.51,0.00011399999999999999,3.06e-07,Poorly soluble,High,No,No,No,No,Yes,No,No,-6.87,0,0,0,0,0,0.56,0,0,1,2.76
Molecule 100,COc1c2c(=O)cc(oc2c(c2c1cco2)OC)C,C14H12O5,260.24,19,13,0.21,2,5,0,70.21,61.81,2.63,2.26,2.86,0.34,3.37,2.29,-3.25,0.146,0.00056,Soluble,-3.19,0.166,0.0006389999999999999,Soluble,-5.15,0.00186,7.13e-06,Moderately soluble,High,Yes,No,Yes,No,Yes,No,Yes,-6.28,0,0,0,0,0,0.55,0,0,0,3.16
Molecule 1,CNCCO[C@H](c1ccccc1C)c1ccccc1,C17H21NO,255.35,19,12,0.29,6,2,1,79.17,21.26,3.14,3.3,3.0,3.16,4.03,3.33,-3.57,0.0682,0.000267,Soluble,-3.42,0.0966,0.00037799999999999997,Soluble,-6.34,0.00011599999999999999,4.5399999999999996e-07,Poorly soluble,High,Yes,No,Yes,No,No,Yes,No,-5.51,0,0,0,0,0,0.55,0,0,0,2.8
Molecule 2,Nc1ccc(cc1)S(=O)(=O)Nc1oc(c(n1)C)C,C11H13N3O3S,267.3,18,11,0.18,3,4,2,67.95,106.6,1.62,1.31,2.57,-0.27,0.64,1.18,-2.58,0.708,0.00265,Soluble,-3.15,0.19,0.000709,Soluble,-4.15,0.0189,7.08e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.0,0,0,0,0,0,0.55,0,1,0,3.01
Molecule 3,CN(CCOc1cc(C)c(cc1C(C)C)OC(=O)C)C,C16H25NO3,279.37,20,6,0.56,7,4,0,81.3,38.77,3.46,3.17,2.98,2.7,3.29,3.12,-3.33,0.131,0.000469,Soluble,-3.65,0.0618,0.000221,Soluble,-4.34,0.0127,4.54e-05,Moderately soluble,High,Yes,No,Yes,No,No,Yes,No,-5.75,0,0,0,0,0,0.55,0,1,0,2.39
Molecule 4,ClC[C@@H](Cn1c(C)ncc1[N+](=O)[O-])O,C7H10ClN3O3,219.63,14,5,0.57,4,4,1,52.85,83.87,1.15,0.6,0.7,-0.1,-0.92,0.28,-1.58,5.78,0.0263,Very soluble,-1.94,2.55,0.0116,Very soluble,-1.08,18.1,0.0822,Soluble,High,No,No,No,No,No,No,No,-7.21,0,0,0,0,0,0.55,0,3,1,2.92
Molecule 5,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(cc1Cl)OC([C@H](C(F)(F)F)F)(F)F,C17H8Cl2F8N2O3,511.15,32,12,0.18,9,11,2,95.28,67.43,2.16,5.12,9.28,4.89,5.77,5.44,-5.92,0.000617,1.21e-06,Moderately soluble,-6.28,0.000268,5.25e-07,Poorly soluble,-8.08,4.28e-06,8.38e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,No,-5.78,2,2,0,1,2,0.17,0,0,3,3.28
Molecule 6,Clc1ccc(cc1)[C@@H](c1ccccc1)OCCN1CCCCC1,C20H24ClNO,329.86,23,12,0.4,6,2,0,100.34,12.47,4.12,4.78,4.23,3.96,5.06,4.43,-4.89,0.00428,1.3000000000000001e-05,Moderately soluble,-4.77,0.00556,1.6899999999999994e-05,Moderately soluble,-6.83,4.92e-05,1.49e-07,Poorly soluble,High,Yes,No,No,No,No,Yes,Yes,-4.92,0,0,0,0,0,0.55,0,0,1,2.9
Molecule 7,O[S@@](=O)CNc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC[S@@](=O)O,C14H16N2O6S3,404.48,25,12,0.14,8,6,4,96.69,179.6,1.4,1.22,4.13,0.65,-1.88,1.1,-2.94,0.461,0.00114,Soluble,-4.59,0.0104,2.58e-05,Moderately soluble,-4.56,0.0112,2.7699999999999996e-05,Moderately soluble,Low,No,Yes,No,No,No,No,No,-7.9,0,0,1,1,1,0.11,0,1,2,3.81
Molecule 8,COc1ccc2c(c1)OC([C@@H]([C@H]2c1ccc(cc1)OCCN1CCCC1)c1ccccc1)(C)C,C30H35NO3,457.6,34,18,0.4,7,4,0,140.93,30.93,4.9,6.21,5.88,4.37,6.24,5.52,-6.52,0.000138,3.03e-07,Poorly soluble,-6.64,0.00010400000000000001,2.2699999999999998e-07,Poorly soluble,-9.29,2.33e-07,5.08e-10,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-4.68,1,2,0,0,1,0.55,0,0,2,4.58
Molecule 9,O=C(c1cn(c2c1cccc2)C)[C@@H]1CCc2c(C1)[nH]cn2,C17H17N3O,279.34,21,14,0.29,2,2,1,82.49,50.68,1.87,2.21,2.89,1.52,3.34,2.36,-3.33,0.132,0.0004730000000000001,Soluble,-2.91,0.345,0.00123,Soluble,-5.03,0.00264,9.44e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-6.43,0,0,0,0,0,0.55,0,0,0,2.9
Molecule 10,CCOC(=O)[C@H]1N=C(c2c(NC1=O)ccc(c2)Cl)c1ccccc1F,C18H14ClFN2O3,360.77,25,12,0.17,4,5,1,98.71,67.76,2.53,2.9,2.67,2.58,4.5,3.04,-3.99,0.0365,0.000101,Soluble,-3.98,0.0375,0.00010400000000000001,Soluble,-6.82,5.5e-05,1.5199999999999998e-07,Poorly soluble,High,Yes,No,No,Yes,Yes,No,Yes,-6.44,0,0,0,0,0,0.55,0,1,1,3.74
Molecule 11,CNCCO[C@@H](c1ccccc1C)c1ccccc1,C17H21NO,255.35,19,12,0.29,6,2,1,79.17,21.26,3.16,3.3,3.0,3.16,4.03,3.33,-3.57,0.0682,0.000267,Soluble,-3.42,0.0966,0.00037799999999999997,Soluble,-6.34,0.00011599999999999999,4.5399999999999996e-07,Poorly soluble,High,Yes,No,Yes,No,No,Yes,No,-5.51,0,0,0,0,0,0.55,0,0,0,2.8
Molecule 12,ONc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N,C12H12N2O3S,264.3,18,12,0.0,3,3,3,68.01,100.8,1.15,0.88,2.8,1.86,0.3,1.4,-2.33,1.24,0.00469,Soluble,-2.58,0.693,0.00262,Soluble,-3.96,0.029,0.00011,Soluble,High,No,No,No,No,No,No,No,-7.29,0,0,0,0,0,0.55,0,2,0,2.27
Molecule 13,O=C(c1ccccc1)O[C@@H](COc1cccc2c1cc([nH]2)C)CNC(C)(C)C,C23H28N2O3,380.48,28,15,0.35,9,4,2,112.24,63.35,3.71,4.72,4.47,2.95,4.97,4.16,-4.98,0.00403,1.06e-05,Moderately soluble,-5.78,0.0006320000000000001,1.66e-06,Moderately soluble,-7.67,8.04e-06,2.11e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.27,0,0,0,0,0,0.55,0,0,3,3.49
Molecule 14,CCCCCc1ccc(cc1O)C,C12H18O,178.27,13,6,0.5,4,1,1,57.63,20.23,2.78,4.35,3.43,3.33,3.69,3.52,-3.76,0.0307,0.000172,Soluble,-4.49,0.00577,3.24e-05,Moderately soluble,-4.21,0.0109,6.11e-05,Moderately soluble,High,Yes,No,Yes,No,No,Yes,No,-4.3,0,0,0,0,2,0.55,0,0,2,1.49
Molecule 15,COc1cccc(c1)N1CCN(CC1)C1=Nc2c(F)cccc2[C@@H](N1c1cc(ccc1OC)C(F)(F)F)CC(=O)O,C29H28F4N4O4,572.55,41,18,0.31,8,9,1,158.8,77.84,3.76,4.55,5.43,4.02,4.62,4.48,-6.05,0.0005070000000000001,8.85e-07,Poorly soluble,-5.91,0.000709,1.24e-06,Moderately soluble,-7.84,8.33e-06,1.46e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-6.56,1,2,0,0,0,0.55,0,0,3,4.97
Molecule 16,O=C(C(c1ccccc1)(c1ccccc1)O)O[C@@H]1C[C@H]2CC[C@@H](C1)[N+]12CCCC1,C25H30NO3,392.51,29,12,0.48,5,3,1,117.43,46.53,0.07,4.36,3.28,-0.14,3.37,2.19,-5.0,0.00396,1.01e-05,Moderately soluble,-5.05,0.0034799999999999996,8.86e-06,Moderately soluble,-6.42,0.00015,3.83e-07,Poorly soluble,High,Yes,Yes,No,No,Yes,Yes,No,-5.6,0,0,0,0,0,0.55,0,1,2,4.7
Molecule 17,O[C@H](COc1cccc2c1oc(c2)C(=O)C)CNC(C)C,C16H21NO4,291.34,21,9,0.44,7,5,2,80.9,71.7,3.35,2.02,2.37,0.5,2.87,2.22,-2.77,0.49,0.00168,Soluble,-3.15,0.205,0.0007030000000000001,Soluble,-4.51,0.00892,3.06e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.64,0,0,0,0,0,0.55,0,0,0,3.46
Molecule 18,Clc1ccc2c(c1)C(=N[C@@H](C(=O)N2C)OC(=O)N(C)C)c1ccccc1,C19H18ClN3O3,371.82,26,12,0.21,4,4,0,106.94,62.21,3.11,2.78,2.42,2.83,2.8,2.79,-3.97,0.0395,0.000106,Soluble,-3.74,0.0673,0.000181,Soluble,-5.52,0.00112,3.01e-06,Moderately soluble,High,Yes,No,No,Yes,Yes,No,Yes,-6.59,0,0,0,0,0,0.55,0,0,1,3.94
Molecule 19,C[C@@H](Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,C18H23N5O2,341.41,25,15,0.39,6,4,1,98.56,73.85,3.32,1.44,0.65,1.91,1.46,1.76,-2.91,0.418,0.00122,Soluble,-2.6,0.865,0.00253,Soluble,-4.46,0.0117,3.4399999999999996e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.36,0,0,0,0,0,0.55,0,0,0,3.24
Molecule 20,Oc1nc2c([nH]1)c(S)nc(=O)[nH]2,C5H4N4O2S,184.18,12,9,0.0,0,4,3,43.78,133.46,0.45,0.06,-0.36,-0.64,1.12,0.13,-1.57,4.9,0.0266,Very soluble,-2.42,0.706,0.0038399999999999997,Soluble,-1.61,4.52,0.0245,Soluble,High,No,No,No,No,No,No,No,-7.38,0,1,0,1,1,0.55,0,1,1,1.8
Molecule 21,CCCC[C@@H]1C(=O)N(N(C1=O)c1ccc(cc1)O)c1ccccc1,C19H20N2O3,324.37,24,12,0.26,5,3,1,99.78,60.85,3.0,2.72,2.73,2.95,2.41,2.76,-3.6,0.0806,0.000248,Soluble,-3.65,0.0724,0.000223,Soluble,-4.97,0.0035,1.0800000000000003e-05,Moderately soluble,High,Yes,No,No,Yes,Yes,Yes,No,-6.35,0,0,0,0,0,0.55,1,1,0,3.13
Molecule 22,CC(=O)O[C@H]1C[C@@H]2C([C@@]1(C)CC2)(C)C,C12H20O2,196.29,14,0,0.92,2,2,0,56.33,26.3,2.52,4.3,2.76,2.76,2.66,3.0,-3.63,0.0456,0.00023199999999999997,Soluble,-4.57,0.00534,2.72e-05,Moderately soluble,-2.58,0.52,0.00265,Soluble,High,Yes,No,No,No,Yes,No,No,-4.44,0,0,0,0,1,0.55,0,0,2,3.64
Molecule 23,Cc1nc2ccccc2c(=O)n1c1ccccc1C,C16H14N2O,250.3,19,16,0.12,1,2,0,77.27,34.89,2.76,2.5,3.0,2.99,3.53,2.96,-3.52,0.0749,0.000299,Soluble,-2.88,0.331,0.00132,Soluble,-5.71,0.000491,1.96e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.05,0,0,0,0,0,0.55,0,0,0,2.24
Molecule 24,O[C@@H](c1ccccc1)[C@H](N)C,C9H13NO,151.21,11,6,0.33,2,2,2,44.89,46.25,1.8,0.83,0.74,1.26,1.15,1.16,-1.57,4.05,0.0268,Very soluble,-1.38,6.25,0.0413,Very soluble,-1.93,1.78,0.0118,Soluble,High,Yes,No,No,No,No,No,No,-6.63,0,1,0,0,1,0.55,0,0,1,1.62
Molecule 25,OC[C@@H](NC(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)C,C19H23N3O2,325.4,24,9,0.42,4,3,3,98.56,68.36,2.76,1.78,1.15,1.27,2.29,1.85,-2.99,0.331,0.0010199999999999999,Soluble,-2.83,0.47700000000000004,0.00147,Soluble,-4.2,0.0206,6.32e-05,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.02,0,0,0,0,0,0.55,0,0,0,4.27
Molecule 26,CN1CCc2c([C@H]1O)cc1c(c2)OCO1,C11H13NO3,207.23,15,6,0.45,0,4,1,57.91,41.93,2.24,1.05,0.19,1.35,1.32,1.23,-2.08,1.71,0.00827,Soluble,-1.52,6.24,0.0301,Very soluble,-1.91,2.58,0.0124,Soluble,High,No,Yes,No,No,No,No,No,-6.82,0,0,0,0,0,0.55,0,0,1,2.65
Molecule 27,CN1CCc2c([C@@H]1O)cc1c(c2)OCO1,C11H13NO3,207.23,15,6,0.45,0,4,1,57.91,41.93,2.29,1.05,0.19,1.35,1.32,1.24,-2.08,1.71,0.00827,Soluble,-1.52,6.24,0.0301,Very soluble,-1.91,2.58,0.0124,Soluble,High,No,Yes,No,No,No,No,No,-6.82,0,0,0,0,0,0.55,0,0,1,2.65
Molecule 28,COC(=O)C1=C(C)NC(=C([C@H]1c1cccc(c1)[N+](=O)[O-])C(=O)OCCN1CCN(CC1)C(c1ccccc1)c1ccccc1)C,C35H38N4O6,610.7,45,18,0.31,12,8,1,183.85,116.93,4.67,5.2,3.49,2.54,3.15,3.81,-6.41,0.00023999999999999998,3.92e-07,Poorly soluble,-7.4,2.42e-05,3.96e-08,Poorly soluble,-8.82,9.179999999999999e-07,1.5e-09,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-6.33,1,3,1,0,2,0.55,0,3,3,5.65
Molecule 29,COC(=O)C1=C(C)NC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C(=O)OCCN1CCN(CC1)C(c1ccccc1)c1ccccc1)C,C35H38N4O6,610.7,45,18,0.31,12,8,1,183.85,116.93,4.93,5.2,3.49,2.54,3.15,3.86,-6.41,0.00023999999999999998,3.92e-07,Poorly soluble,-7.4,2.42e-05,3.96e-08,Poorly soluble,-8.82,9.179999999999999e-07,1.5e-09,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-6.33,1,3,1,0,2,0.55,0,3,3,5.65
Molecule 30,C1CC[C@H](NC1)CC(C1CCCCC1)C1CCCCC1,C19H35N,277.49,20,0,1.0,4,1,1,93.82,12.03,4.06,6.8,4.91,4.78,4.91,5.09,-5.58,0.000729,2.63e-06,Moderately soluble,-6.86,3.8299999999999996e-05,1.3800000000000002e-07,Poorly soluble,-4.41,0.0107,3.86e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-3.16,1,0,0,0,2,0.55,0,0,1,2.74
Molecule 31,CCOc1ccccc1OC[C@H]1CNCCO1,C13H19NO3,237.29,17,6,0.54,5,4,1,69.15,39.72,2.79,1.49,1.07,0.82,2.31,1.7,-2.18,1.56,0.00659,Soluble,-1.93,2.78,0.0117,Very soluble,-3.75,0.0419,0.000177,Soluble,High,Yes,No,No,No,No,No,No,-6.69,0,0,0,0,0,0.55,0,0,1,2.79
Molecule 32,NCCCCCC(P(=O)(O)O)(P(=O)(O)O)O,C6H17NO7P2,277.15,16,0,1.0,7,8,6,56.84,180.93,-1.2,-5.82,-0.49,-2.17,-3.0,-2.54,2.57,103000.0,372.0,Highly soluble,2.69,135000.0,488.0,Highly soluble,1.25,4890.0,17.7,Soluble,Low,No,No,No,No,No,No,No,-12.12,1,1,1,1,3,0.55,0,1,0,3.71
Molecule 33,O=C1O[C@@H]2[C@@H]([C@@H]1C)[C@@]13[C@]4([C@H]2O)[C@H](OC3=O)[C@@H]([C@H]([C@@]24[C@H](O1)OC(=O)[C@@H]2O)C(C)(C)C)O,C20H24O10,424.4,30,0,0.85,1,10,3,93.25,148.82,0.92,-0.3,-1.51,0.06,-0.47,-0.26,-2.22,2.58,0.0060799999999999995,Soluble,-2.37,1.83,0.0043100000000000005,Soluble,-0.32,205.0,0.483,Soluble,Low,No,Yes,No,No,No,No,No,-9.1,0,1,1,1,0,0.55,0,1,1,6.42
Molecule 34,NCCC[C@@H](CC(=O)N[C@H]1CNC(=O)[C@@H](NC(=O)/C(=C/NC(=O)N)/NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CO)CO)[C@H]1C[C@H](O)N=C(N1)N)N,C25H43N13O10,685.69,48,0,0.6,12,13,15,186.61,392.86,-1.43,-6.97,-11.55,-6.42,-6.46,-6.57,1.09,8470.0,12.4,Highly soluble,-0.57,185.0,0.27,Very soluble,-1.38,28.4,0.0414,Soluble,Low,No,Yes,No,No,No,No,No,-15.43,3,4,2,1,5,0.17,0,1,2,7.35
Molecule 35,CCN[C@@H]1C[C@H](N)[C@H]([C@@H]([C@H]1O[C@H]1OC[C@]([C@@H]([C@H]1O)NC)(C)O)O)O[C@H]1OC(=CC[C@H]1N)CN,C21H41N5O7,475.58,33,0,0.9,8,12,8,117.83,199.73,2.17,-4.19,-3.2,-3.06,-3.41,-2.34,0.38,1140.0,2.39,Highly soluble,0.6,1900.0,4.0,Highly soluble,0.16,684.0,1.44,Soluble,Low,No,Yes,No,No,No,No,No,-12.18,2,2,1,1,4,0.17,0,0,2,6.58
Molecule 36,COc1ccc2c(c1)[nH]c1c2CCN2[C@@H]1C[C@H]1[C@@H](C2)C[C@H]([C@@H]([C@H]1C(=O)OC)OC)OC(=O)/C=C\c1cc(OC)c(c(c1)OC)OC,C35H42N2O9,634.72,46,15,0.49,11,10,1,175.23,117.78,4.95,4.47,3.76,1.78,4.59,3.91,-6.11,0.0004969999999999999,7.82e-07,Poorly soluble,-6.66,0.000138,2.17e-07,Poorly soluble,-6.95,7.190000000000001e-05,1.13e-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-7.0,2,3,1,0,1,0.17,1,2,3,6.15
Molecule 37,OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1ccc(c2)C(=O)C,C23H29N3O2S,411.56,29,12,0.43,7,4,1,129.27,72.32,3.73,2.62,2.35,2.56,3.44,2.94,-3.89,0.0535,0.00013000000000000002,Soluble,-3.79,0.0669,0.00016299999999999998,Soluble,-5.83,0.000605,1.47e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.95,0,0,0,0,0,0.55,0,0,1,3.58
Molecule 38,CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,C32H44F3N3O2S,591.77,41,12,0.59,17,7,0,172.27,61.32,6.18,9.01,8.01,5.7,7.84,7.35,-8.28,3.11e-06,5.25e-09,Poorly soluble,-10.19,3.83e-08,6.48e-11,Insoluble,-10.07,5.0499999999999996e-08,8.529999999999999e-11,Insoluble,Low,No,Yes,No,No,No,No,No,-3.51,2,4,1,1,2,0.17,0,0,3,4.72
Molecule 39,O=C1C=C[C@]2(C(=C1)[C@@H](F)C[C@@H]1[C@]2(F)[C@@H](O)C[C@]2([C@H]1C[C@H]([C@]2(O)C(=O)COC(=O)C(C)(C)C)C)C)C,C27H36F2O6,494.57,35,0,0.74,5,8,2,125.91,100.9,3.6,3.86,4.28,2.67,4.01,3.68,-5.01,0.00485,9.81e-06,Moderately soluble,-5.68,0.0010400000000000001,2.11e-06,Moderately soluble,-4.22,0.0298,6.0299999999999995e-05,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-6.58,0,2,0,0,0,0.55,0,0,2,6.06
Molecule 40,C1CC[C@@H](NC1)CC(C1CCCCC1)C1CCCCC1,C19H35N,277.49,20,0,1.0,4,1,1,93.82,12.03,4.12,6.8,4.91,4.78,4.91,5.11,-5.58,0.000729,2.63e-06,Moderately soluble,-6.86,3.8299999999999996e-05,1.3800000000000002e-07,Poorly soluble,-4.41,0.0107,3.86e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-3.16,1,0,0,0,2,0.55,0,0,1,2.74
Molecule 41,N#C[C@@H]1CCCN1C(=O)CNC12C[C@@H]3C[C@H](C1)CC(C2)(C3)O,C17H25N3O2,303.4,22,0,0.88,4,4,2,86.18,76.36,2.36,0.88,0.79,0.97,1.46,1.29,-2.01,2.95,0.00974,Soluble,-2.07,2.59,0.00855,Soluble,-2.28,1.58,0.0052,Soluble,High,No,Yes,No,No,No,No,No,-7.53,0,0,0,0,0,0.55,0,0,0,4.76
Molecule 42,CCCC(=O)O[C@@H]1[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H]1n1cnc2c1ncnc2NC(=O)CCC,C18H24N5O8P,469.39,32,9,0.61,9,11,2,109.11,173.8,1.69,-0.87,1.17,-0.25,-0.32,0.29,-1.82,7.17,0.0153,Very soluble,-2.3,2.36,0.00503,Soluble,-2.4,1.86,0.00395,Soluble,Low,No,Yes,No,No,No,Yes,No,-9.78,1,0,1,1,2,0.11,0,1,2,5.02
Molecule 43,ClCCN(C(=O)Oc1ccc2c(c1)CC[C@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)CCCl,C23H31Cl2NO3,440.4,29,6,0.7,7,3,1,117.8,49.77,4.05,4.0,5.18,4.47,4.65,4.47,-4.78,0.00728,1.65e-05,Moderately soluble,-4.75,0.00788,1.7899999999999998e-05,Moderately soluble,-6.08,0.000362,8.22e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.15,1,0,0,0,0,0.55,0,1,2,4.59
Molecule 44,O=C([C@H](c1ccccc1)C(=O)O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C,C17H18N2O6S,378.4,26,6,0.41,6,6,3,96.44,149.31,1.12,1.13,0.11,0.94,0.2,0.7,-2.67,0.804,0.00212,Soluble,-3.86,0.0523,0.000138,Soluble,-1.92,4.53,0.012,Soluble,Low,No,Yes,No,No,No,No,No,-7.81,0,0,1,1,0,0.56,0,1,1,4.26
Molecule 45,CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C1CCCCC1)NC(=O)c1nccnc1,C36H53N7O6,679.85,49,6,0.72,19,8,4,186.74,179.56,4.36,4.2,2.0,-0.07,3.31,2.76,-5.54,0.00197,2.9e-06,Moderately soluble,-7.68,1.42e-05,2.09e-08,Poorly soluble,-6.31,0.000333,4.9e-07,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-7.47,2,3,2,1,3,0.17,0,1,3,6.26
Molecule 46,OC(=O)CCc1nc2c([nH]1)cccc2,C10H10N2O2,190.2,14,9,0.2,3,3,2,52.45,65.98,0.93,1.37,1.58,0.94,2.02,1.37,-2.16,1.32,0.00692,Soluble,-2.36,0.833,0.004379999999999999,Soluble,-3.1,0.152,0.0008,Soluble,High,Yes,No,No,No,No,No,No,-6.49,0,0,0,0,1,0.55,0,0,1,1.6
Molecule 47,CCC(=O)O[C@@]1(CCN(C[C@@H]1C)C)c1ccccc1,C16H23NO2,261.36,19,6,0.56,4,3,0,80.54,29.54,2.97,2.83,2.32,2.63,2.93,2.73,-3.21,0.16,0.000612,Soluble,-3.11,0.204,0.000779,Soluble,-4.14,0.019,7.28e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.88,0,0,0,0,0,0.55,0,0,0,2.82
Molecule 48,CCOC(=O)NNc1ccc(nn1)N(C[C@@H](O)C)CC,C12H21N5O3,283.33,20,6,0.58,9,5,3,75.22,99.61,2.55,1.01,0.57,0.88,-0.5,0.9,-1.86,3.9,0.0138,Very soluble,-2.69,0.5770000000000001,0.0020399999999999997,Soluble,-2.63,0.667,0.00236,Soluble,High,No,Yes,No,No,No,No,No,-7.31,0,0,0,0,0,0.55,0,0,1,3.46
Molecule 49,COc1cc(cc(c1OC)OC)C(=O)OCCCN1CCCN(CC1)CCCOC(=O)c1cc(OC)c(c(c1)OC)OC,C31H44N2O10,604.69,43,12,0.55,18,12,0,167.05,114.46,5.52,4.07,2.78,1.31,4.59,3.65,-5.17,0.004070000000000001,6.73e-06,Moderately soluble,-6.18,0.000401,6.629999999999999e-07,Poorly soluble,-7.24,3.47e-05,5.7400000000000004e-08,Poorly soluble,High,No,No,No,Yes,No,No,Yes,-7.1,2,3,1,0,3,0.17,0,1,3,4.41
Molecule 50,OCCN1CCN(CC1)CC/C=C\1/[C@@H]2C=C(C=C[C@@H]2Sc2c1cccc2)C(F)(F)F,C23H27F3N2OS,436.53,30,6,0.48,6,6,1,123.24,52.01,4.0,3.61,4.72,3.83,4.12,4.06,-4.57,0.0117,2.6700000000000002e-05,Moderately soluble,-4.39,0.0178,4.0799999999999996e-05,Moderately soluble,-4.9,0.00551,1.26e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.4,0,0,0,0,0,0.55,0,0,2,5.08
Molecule 51,CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,C22H30N4O2S2,446.63,30,12,0.45,6,5,0,133.9,80.78,3.56,3.4,3.12,2.53,1.72,2.87,-4.65,0.00997,2.23e-05,Moderately soluble,-4.78,0.00748,1.6800000000000002e-05,Moderately soluble,-5.65,0.000995,2.23e-06,Moderately soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.61,0,1,0,0,0,0.55,0,0,1,4.09
